,Type,Avg BertScore,Std Bert,Max Bert,CQ Max Bert,Min Bert,CQ Min Bert,Bert Quartiles,Avg Meteor,Max Meteor,Min Meteor,Std Meteor,CQ Max Meteor,CQ Min Meteor,Meteor Quartiles,Avg chrF,Max chrF,Min chrF,Std chrF,CQ Max chrF,CQ Min chrF,chrF Quartiles,Avg Rouge F1,Rouge std F1,Max Rouge F1,CQ Max Rouge F1,Min Rouge F1,Worst CQ F1,Rouge Quartiles F1,Num Templates,Avg Bert F1,Std Bert F1,Max Bert F1,Sum Metrics
56,Filling Examples flan-base 15,"(0.5076457, 0.55396247, 0.5283055)","(0.07601734, 0.084440716, 0.07450302)","(0.7364, 0.6821, 0.7082)","('What sport is music used in?', 'What sport union did a team compete in?')","(0.1892, 0.2485, 0.2149)","('What is the sexiest sport in the world?', '-')","(0.4749599099159241, 0.5166106820106506, 0.500104695558548, 0.5101184844970703, 0.5597440600395203, 0.5347081124782562, 0.554368406534195, 0.6079084277153015, 0.500104695558548)",0.2230717928546025,0.3586704668162501,0.1283650831604902,0.0669941236625154,What is the best sport for a person to study?,Which sport does not have a complete physical record?,"(0.17864505468150318, 0.19121795291507862, 0.2687148868348167)",35.48419130614763,49.55515255623378,22.91629249295319,6.659804445965241,What is the best sport for a person to study?,What are the types of resources that can be found on a resource x?,"(33.40144944001543, 36.47511406823652, 37.833366028492435)",0.2572082449714029,0.1299947584937743,0.4285714285714285,"('What is the sexiest sport in the world?', 'What is located in a city?')",0.0,"('What sports have similar geographic origins as tunes?', 'Where is a team located?')","(0.2, 0.26495726, 0.36458333)",15,0.5283055,0.07450302,0.7082,10.474064456977402
57,Filling Examples flan-base 20,"(0.5077053, 0.5548282, 0.528185)","(0.10527678, 0.097023174, 0.09603318)","(0.7059, 0.815, 0.7565)","('What is a sports competency?', 'What is a code?')","(0.2419, 0.2215, 0.2313)","('The purpose of this skill test is to learn whether players are physically fit. Which type of sport is this skill tested on?', '-')","(0.43383780866861343, 0.5120891779661179, 0.4686821922659874, 0.5001140832901001, 0.5646512508392334, 0.5322237610816956, 0.5910458564758301, 0.6189766824245453, 0.4686821922659874)",0.2232851774984293,0.3682488036939289,0.0863332127206482,0.0968777964935941,What is the most important element of a sport's sport?,Name two sports that are related to music.?,"(0.14107217200642738, 0.2070095281445487, 0.3204778267340962)",32.69055060299375,44.3401247662724,22.628216204313745,6.4799902798004325,What is a sports competency?,The purpose of this skill test is to learn whether players are physically fit. Which type of sport is this skill tested on?,"(28.64154666316642, 33.61272996289205, 37.15229749342197)",0.2231101818717917,0.1260537271647178,0.4,"('What is a sports competency?', 'What is the relation between an organization and a team?')",0.0,"('How does a player react to a situation?', 'What is an organization an authority of?')","(0.13541667, 0.22291022, 0.34185606)",20,0.528185,0.09603318,0.7565,7.855287311531521
58,Filling Examples flan-base 25,"(0.5067365, 0.55256563, 0.5272593)","(0.09079446, 0.089571595, 0.08576601)","(0.8162, 0.7535, 0.7836)","('What are the differences between music and sport?', 'What is the relation between a team and a sport?')","(0.2209, 0.2438, 0.2318)","('What is the most complex sport on the planet?', '-')","(0.46184857934713364, 0.5070320069789886, 0.4858601242303848, 0.5033129155635834, 0.5561859309673309, 0.5307695865631104, 0.5544776618480682, 0.6022472083568573, 0.4858601242303848)",0.2083919720550817,0.3611988277393165,0.0982130095843305,0.0865547442277478,What is the sport that has a EC of EC?,How does sport influence the way we look at sports?,"(0.14430061317856596, 0.17594889564871158, 0.2573338875764622)",33.03395974157697,40.94575661838935,23.18125060689518,5.943914739632832,What is the sport that has a EC of EC?,Is there a way of visualizing all the EC connected to my EC?,"(27.874320025332757, 34.59132188550118, 36.724388824724976)",0.225091176939003,0.0998748835350167,0.4000000000000001,"('What is the sport that has a EC of EC?', 'Who is a member of the crew of a team?')",0.1,"('How does sport influence the way we look at sports?', 'What is the relation between a team and a city?')","(0.13571429, 0.21376812, 0.2974359)",25,0.5272593,0.08576601,0.7836,8.610856802124472
59,Filling Examples flan-base 5,"(0.5093415, 0.5810037, 0.5409411)","(0.08457181, 0.0934927, 0.082769774)","(0.7006, 0.7991, 0.7466)","('Who is the coach for the team that won the championship?', 'Who is the head coach of a team?')","(0.2317, 0.2418, 0.2366)","('What is a sport that has a high percentage of people participating in it?', '-')","(0.4691924452781677, 0.5444865673780441, 0.5062225162982941, 0.5111571252346039, 0.5912478268146515, 0.542761504650116, 0.5537447333335876, 0.6408242732286453, 0.5062225162982941)",0.2264886907455511,0.3385753938877991,0.1189774150548197,0.0708072735758236,What is a sport that is a team sport?,What sports activities are different from sports that have similar EC?,"(0.17251517312105302, 0.22776127650344746, 0.268309119488554)",41.87437389498264,53.37346506585251,26.762006289738217,6.862115891070613,What is a sport that is a team sport?,What are the two types of sport that are represented in the sport ontology?,"(37.94383479559915, 43.27652141731073, 45.46408396511516)",0.2926433254854307,0.1063564680506708,0.5263157894736842,"('What is a sport that is a team sport?', 'What is the relation between a person and a team?')",0.1333333333333333,"('What sports activities are different from sports that have similar EC?', 'What is a name?')","(0.21789474, 0.27922078, 0.35606061)",5,0.5409411,0.082769774,0.7466,9.79517757716496
60,Filling Examples flan-large 1,"(0.46953067, 0.5403548, 0.5007455)","(0.08624925, 0.0839059, 0.08036784)","(0.7368, 0.7652, 0.7507)","('What is the primary objective of an athlete?', 'What is the authority of a team?')","(0.2336, 0.2081, 0.2201)","('What kind of activity will make the most money for a college student?', '-')","(0.42702776193618774, 0.5122143924236298, 0.4716822952032089, 0.46782469749450684, 0.5479579567909241, 0.503303200006485, 0.5112374871969223, 0.5846083015203476, 0.4716822952032089)",0.1899704851261557,0.292745193802612,0.1219561160959982,0.0453904767017946,What is the primary objective of an athlete?,Template 1: What sport have fewer medals and titles than water polo?,"(0.16079173453640822, 0.18796594608971015, 0.20996242199879045)",32.95748809833915,39.44950331816391,24.17357254597032,5.1013098898599365,What is the primary objective of an athlete?,Which body part is involved with the production of energy in sport?,"(30.503319952237764, 34.21116729566069, 36.70872758461569)",0.2193530205230972,0.0677308169740258,0.3333333333333333,"('What is the primary objective of an athlete?', 'What is a name?')",0.1111111111111111,"('What sport is considered to be the most popular in the world today?', 'Where is a team located?')","(0.18181818, 0.22478992, 0.25815217)",1,0.5007455,0.08036784,0.7507,10.480525895955918
61,Filling Examples flan-large 10,"(0.48105955, 0.54071397, 0.5077957)","(0.072301455, 0.08404128, 0.073394634)","(0.622, 0.7389, 0.6754)","('What is a good name for a sport that involves playing handball?', 'What is the nickname of a team?')","(0.1973, 0.2046, 0.2009)","('Which sport does the sport of weightlifting have the highest scoring?', '-')","(0.44879812002182007, 0.5113470107316971, 0.4803599491715431, 0.4916066527366638, 0.5523509681224823, 0.514779806137085, 0.5243820548057556, 0.5885715186595917, 0.4803599491715431)",0.1520651413759693,0.3230237182832001,0.0755856055095376,0.0708062103855661,What is a good name for a sport that involves playing handball?,How do sports compare to other types of athletic activities?,"(0.09831703187256016, 0.13681540613894677, 0.18215907432070907)",26.52918335338624,35.64696307533576,21.39096672992576,4.005113295169651,What is a good name for a sport that involves playing handball?,Filled Template 11: Which sport is used to help people improve their posture?,"(24.02273062813209, 25.51304760817805, 28.813496282004106)",0.1722822204044441,0.1214648655310653,0.3333333333333333,"(""What would be the best way to identify a player's strengths and weaknesses?"", 'What is the relation between an organization and a team?')",0.0,"('What are some ecclesiastical disciplines that can be performed despite their physical nature?', 'Where is a team located?')","(0.09299517, 0.16408669, 0.28632479)",10,0.5077957,0.073394634,0.6754,9.132565980134743
62,Filling Examples flan-large 15,"(0.5151446, 0.55766344, 0.5335456)","(0.1085948, 0.09268052, 0.0957143)","(0.8114, 0.8114, 0.8114)","('What is the objective of a sport?', 'What is the authority of a team?')","(0.2215, 0.2217, 0.2216)","('Which sport uses a different energy source than running?', '-')","(0.45653051882982254, 0.5135517716407776, 0.48622772842645645, 0.4942965805530548, 0.5631518661975861, 0.5252111554145813, 0.5710148215293884, 0.6084593087434769, 0.48622772842645645)",0.1807064195027203,0.3882614416036292,0.0601355087983072,0.0935679316023192,What is the objective of a sport?,How do sportspeople assess whether players are fit?,"(0.13261103557241238, 0.15086267332267422, 0.20446318240252)",30.74458518865004,42.252408015671726,19.34815171319538,6.475388157351404,What is the main goal of sport?,Is a player able to successfully move on the field and back?,"(26.504809420783616, 30.104587709444687, 33.184724213001395)",0.2542240037224558,0.1810819183213813,0.7142857142857143,"('What is the objective of a sport?', 'What is the authority of a team?')",0.0,"('How do sportspeople assess whether players are fit?', 'What is the relation between an organization and a team?')","(0.16538462, 0.22875817, 0.29076923)",15,0.5335456,0.0957143,0.8114,7.553121141462576
63,Filling Examples flan-large 20,"(0.4715881, 0.52841866, 0.49691424)","(0.079587944, 0.081104025, 0.07558945)","(0.6547, 0.6665, 0.6606)","('What are some of the most important aspects of sport?', 'What is the relation between a team and a sport?')","(0.1783, 0.224, 0.1985)","('Which sport has the most medals in the world?', '-')","(0.4287264943122864, 0.49323171377182007, 0.45865651965141296, 0.4679093509912491, 0.5397395193576813, 0.49667446315288544, 0.5270831435918808, 0.5785526782274246, 0.45865651965141296)",0.1513354268717749,0.3584086065128249,0.0763477202700209,0.0758297459433194,What is the smallest amount of ice a person will have?,Which sports have more EC than any other sport?,"(0.10275713069031969, 0.13947660489092578, 0.1505313740455315)",28.565690119032,45.16276967521809,22.798243076508047,6.015143730018853,What is the smallest amount of ice a person will have?,"Having worked at a stadium for 3 years, how long would you stay at that stadium?","(25.110991101538808, 27.61923758723057, 28.660212563067837)",0.1647426647426647,0.1468957655784819,0.5555555555555556,"('What is the smallest amount of ice a person will have?', 'What is the authority of a team?')",0.0,"('Which sport has the most medals in the world?', 'What is a person?')","(0.1047619, 0.14550265, 0.18831169)",20,0.49691424,0.07558945,0.6606,8.617073100916652
64,Filling Examples flan-large 25,"(0.52088374, 0.5720303, 0.5439048)","(0.080601566, 0.08711077, 0.07925115)","(0.7075, 0.7714, 0.7381)","('What is the most important attribute of an athlete?', 'What is the nickname of a team?')","(0.2467, 0.2083, 0.2259)","('How can i find a source of information about a specific sport?', '-')","(0.4877757802605629, 0.5471267700195312, 0.5210136473178864, 0.5251124501228333, 0.5815702080726624, 0.5489283502101898, 0.5671490132808685, 0.6145511567592621, 0.5210136473178864)",0.2006245725040122,0.3219821096107825,0.1060912348252987,0.0661345130364784,What is an example of a sport that has a physical attribute?,Which are all the types of sports?,"(0.14941885920394574, 0.191387772999528, 0.23612296253823634)",30.709779665674603,40.650417803721645,20.353668822857035,6.893838227621254,What is the most important attribute of an athlete?,Which physical element is used to help a basketball player move their body?,"(24.686915571644846, 29.79818731767201, 36.84570175459926)",0.2293352980084034,0.1000358471326166,0.375,"('What are all the physical features of an athlete?', 'What is the authority of a team?')",0.0869565217391304,"('How do you make a decision on the direction of the line of a football goal?', 'What is an organization an authority of?')","(0.12669683, 0.24808184, 0.30350877)",25,0.5439048,0.07925115,0.7381,9.941182743407307
65,Filling Examples flan-large 5,"(0.51445484, 0.5675198, 0.5379837)","(0.08383949, 0.089522496, 0.08093559)","(0.7335, 0.6919, 0.7121)","('What are the two components of sport?', 'What is the relation between a team and a sport?')","(0.2195, 0.1954, 0.2067)","('Which sport is best suited for a person with an upper body ache?', '-')","(0.47407951951026917, 0.5323466360569, 0.5078456401824951, 0.5227121710777283, 0.5741575956344604, 0.546310156583786, 0.561306893825531, 0.6224424242973328, 0.5078456401824951)",0.2065257045404968,0.3009953561374776,0.1499872009459178,0.0484582238421641,What is the most recent epoch of sport?,What sport has the largest number of athletes?,"(0.1588098124395277, 0.20347604825300222, 0.23132680314690093)",32.58563525044826,37.76964982479018,22.590118956503627,4.352967733553513,What is the most recent epoch of sport?,Which is the most common way athletes use their body as a tool?,"(30.26266468721925, 32.871153838931846, 35.62583979962842)",0.2433145795590269,0.0785502959797316,0.3999999999999999,"('What sport has the largest number of athletes?', 'What is the authority of a team?')",0.1111111111111111,"('Which sport has a minimum time of play?', 'What is the relation between an organization and a team?')","(0.20263158, 0.22291022, 0.28246753)",5,0.5379837,0.08093559,0.7121,10.983851177874431
66,Filling Examples pythia-410m-deduped 1,"(0.4682, 0.5074, 0.485)","(0.07976251, 0.050485466, 0.066966146)","(0.5831, 0.6168, 0.5995)","(' How much is a particular EC you have?', 'What is a team a member of?')",,,,,0.1973701784613651,,0.0521334925991161, Is EC a player in a similar character?,,,21.934934983561995,40.81014151083857,,8.956037674656965, How does it play together in a sport?,,,0.0914972374068428,0.1079220252669999,0.3529411764705882,"(' Make a regional EC. This is a challenge. It must have been an EC and it is not a region. What is the region?', 'What is the relation between a team and a city?')",0.0,"(' How long has the athlete been involved in playing a sport?', 'What is an organization an authority of?')","(0.0041806, 0.05482223, 0.14038462)",1,0.485,0.066966146,0.5995,
